matricule,serie_bac,wilaya_bac,moyenne_bac,sexe,english,french,his_geo,arabic_literature,maths,philosophy,physics,primary_module,islamic_science
39051694,N03,30,13.44,MASCULIN,10.0,9.5,9.5,8.0,17.5,9.0,18.0,14.0,12.0
38013742,N05,14,11.59,FEMININ,7.5,7.0,13.0,12.5,7.5,9.5,10.5,17.0,12.5
33029948,N03,18,11.15,FEMININ,13.5,13.5,13.5,16.5,5.0,11.0,6.5,12.0,17.0
31011224,N03,15,10.91,FEMININ,14.0,15.0,10.5,10.5,7.5,10.5,7.0,9.5,18.5
35066264,N03,19,10.1,FEMININ,2.5,7.5,8.5,13.5,11.0,5.0,10.5,11.5,14.5
38035923,N03,22,14.92,FEMININ,10.5,9.5,15.5,16.5,17.0,11.0,16.0,14.5,17.0
37068332,N03,48,9.18,MASCULIN,5.0,9.0,13.5,13.0,4.5,8.5,9.5,8.0,15.0
34036018,N03,25,12.42,FEMININ,14.5,13.5,7.0,11.0,12.5,8.0,16.0,10.5,14.5
33002077,N03,6,11.34,MASCULIN,14.0,15.0,7.0,11.0,14.5,2.0,11.5,11.0,9.5
39003279,N03,3,12.97,FEMININ,18.5,13.5,14.0,13.0,14.5,5.0,12.5,11.0,14.0
39019221,N04,3,9.93,MASCULIN,9.5,7.0,14.0,12.0,11.0,7.5,8.0,9.5,7.0
31033617,N03,35,12.5,FEMININ,8.5,11.0,15.0,11.0,11.0,7.5,15.0,12.5,17.5
33029585,N03,18,14.87,FEMININ,15.0,13.0,16.5,16.0,13.0,12.5,13.5,15.5,20.0
33012911,N03,6,13.53,MASCULIN,8.0,15.0,13.5,12.0,19.5,4.5,12.0,13.5,18.0
37056663,N03,31,11.49,FEMININ,13.0,15.0,11.0,13.0,12.0,8.5,9.0,8.5,18.0
35088346,N05,28,10.56,MASCULIN,4.0,3.0,10.5,10.5,12.0,1.5,10.0,14.5,13.0
36053212,N03,41,15.22,FEMININ,13.5,17.0,11.5,12.5,18.5,12.0,18.5,12.0,17.5
38030800,N03,22,13.19,FEMININ,11.5,11.0,11.5,15.0,14.5,9.5,14.5,12.5,12.5
36010898,N03,21,9.94,FEMININ,8.0,6.5,12.0,14.0,11.0,9.0,7.0,8.0,14.0
32061044,N03,44,9.67,FEMININ,15.0,12.0,11.0,11.0,10.5,4.0,5.5,9.5,14.0
32047331,N03,42,16.44,FEMININ,12.5,11.0,10.5,18.0,19.0,12.5,16.0,19.5,17.5
35031290,N03,7,9.22,FEMININ,6.0,6.5,11.0,14.0,5.5,2.0,4.5,13.5,17.5
38056976,N03,32,9.74,MASCULIN,14.5,6.5,13.5,7.0,6.5,4.0,5.5,13.5,17.0
33018825,N03,10,9.58,MASCULIN,14.5,7.5,11.5,11.5,8.0,9.5,9.5,4.5,16.5
37009986,N03,1,9.0,FEMININ,6.5,4.0,8.0,14.5,8.0,7.0,9.5,9.5,11.0
37070327,N03,37,9.92,FEMININ,7.5,3.5,9.0,15.0,15.0,2.5,3.5,14.0,7.0
34018524,N03,12,9.5,FEMININ,13.5,11.0,14.0,4.0,5.0,9.0,9.0,11.5,9.5
31006574,N03,15,10.91,MASCULIN,15.0,17.5,9.0,7.0,12.0,5.0,10.0,11.0,10.0
32053561,N03,42,16.64,FEMININ,18.5,15.0,14.5,13.0,20.0,11.5,18.0,17.5,13.5
34056979,N04,40,15.57,FEMININ,10.5,13.0,10.5,17.0,18.5,10.0,19.0,9.0,16.0
36042352,N03,36,16.51,FEMININ,17.5,13.0,16.5,15.0,20.0,12.5,19.0,13.0,19.5
37013143,N03,13,11.17,MASCULIN,16.0,13.0,12.0,16.0,10.0,3.5,8.5,8.0,19.0
33002288,N03,6,12.96,FEMININ,7.5,10.0,15.0,10.0,11.5,5.0,18.5,13.5,16.0
31088466,N03,16,11.65,FEMININ,15.0,13.0,12.0,15.5,13.0,6.5,8.0,10.0,13.5
31047569,N03,16,15.75,FEMININ,16.0,10.0,16.5,16.0,20.0,11.0,16.0,14.0,17.5
37086818,N03,48,10.12,MASCULIN,11.5,3.0,11.5,10.5,12.5,2.0,9.0,9.5,16.5
38032223,N03,22,10.91,MASCULIN,9.5,11.0,11.5,6.5,15.5,3.0,12.5,8.0,15.0
35011437,N03,5,14.66,FEMININ,15.0,11.0,17.5,16.0,15.5,13.5,12.5,13.5,18.5
36044887,N03,36,12.47,FEMININ,11.5,8.0,12.5,14.5,11.0,10.0,15.0,11.0,15.5
36043032,N05,36,12.33,MASCULIN,6.0,4.5,11.5,13.0,13.0,7.5,12.5,16.0,12.5
35017067,N03,5,16.66,FEMININ,17.0,17.0,18.0,18.0,16.0,13.5,18.5,14.0,19.5
39050581,N03,30,9.96,FEMININ,9.5,3.5,14.0,11.0,9.0,8.5,7.5,10.5,15.5
35074833,N03,19,16.43,FEMININ,19.0,15.5,15.0,16.5,19.0,5.5,16.5,17.0,18.5
36042343,N03,36,15.08,FEMININ,14.5,9.5,13.5,14.5,18.5,9.0,19.5,11.5,19.0
37067198,N03,31,11.8,FEMININ,17.5,15.5,17.0,16.0,6.5,12.5,8.5,9.5,15.0
31046000,N03,16,15.82,MASCULIN,17.0,13.0,15.5,17.5,17.5,8.0,19.0,13.5,17.0
32045438,N03,26,9.76,MASCULIN,10.5,6.5,12.0,13.0,9.5,6.0,9.0,6.5,16.5
37044335,N03,31,15.58,MASCULIN,16.0,19.5,18.0,11.5,19.5,8.5,16.5,12.0,18.5
35097221,N03,28,9.94,FEMININ,8.0,12.0,12.5,17.5,10.0,7.0,7.0,6.0,13.0
32026624,N03,9,13.14,FEMININ,14.5,13.0,10.5,16.0,12.5,8.5,13.5,11.5,18.5
38063832,N03,45,11.81,FEMININ,5.0,3.0,10.0,8.0,12.0,11.5,13.5,15.0,18.0
35001378,N03,5,15.86,FEMININ,19.0,16.5,16.5,16.5,12.5,13.5,19.0,13.0,20.0
35056650,N03,19,17.6,FEMININ,16.5,18.0,19.0,19.5,20.0,9.5,19.5,15.5,17.0
31094203,N05,16,13.89,FEMININ,16.0,15.5,15.0,17.0,9.5,5.0,12.5,18.5,14.5
31033399,N03,35,11.28,FEMININ,5.0,3.5,15.5,9.5,15.5,10.0,8.0,12.0,17.0
39003097,N03,3,12.98,FEMININ,12.0,11.5,15.0,16.5,14.5,7.0,12.5,12.0,11.5
37042099,N03,31,14.3,FEMININ,4.5,9.0,13.0,16.5,17.0,11.5,16.0,14.5,16.5
38036035,N05,22,16.6,FEMININ,18.0,16.5,17.5,15.5,12.5,10.0,18.0,20.0,17.5
31026850,N03,35,12.95,FEMININ,11.5,10.0,10.0,14.0,13.0,8.0,12.5,15.5,15.0
37001218,N03,1,13.48,FEMININ,8.5,10.0,14.5,14.5,15.5,4.0,17.5,11.5,17.0
37055962,N03,31,14.34,FEMININ,15.0,14.0,12.5,11.5,18.0,11.0,14.5,13.0,18.0
36004300,N03,21,9.53,MASCULIN,15.0,14.0,11.0,8.0,7.5,5.0,5.5,9.5,15.0
31052928,N03,16,16.28,FEMININ,15.5,18.0,15.5,14.5,17.0,12.5,17.5,15.5,19.5
39003169,N03,3,10.78,FEMININ,13.0,7.0,12.0,17.0,4.5,11.0,11.0,10.5,17.5
35014136,N03,5,9.31,FEMININ,9.5,5.5,15.5,9.5,10.0,6.5,6.5,8.5,13.0
38001614,N03,8,9.52,FEMININ,4.5,5.0,13.5,11.0,6.0,13.5,10.5,8.5,15.0
35030905,N03,5,15.28,FEMININ,15.0,12.5,17.5,16.5,18.0,10.0,17.5,11.5,18.5
31050293,N03,16,15.72,FEMININ,15.5,15.0,12.5,16.0,19.0,9.5,17.0,13.5,19.0
32025616,N03,9,14.66,FEMININ,16.0,13.5,13.0,15.5,14.0,13.0,14.5,14.5,17.0
31017750,N05,15,10.78,FEMININ,9.5,12.5,9.5,12.0,7.0,3.0,5.5,16.5,11.5
31084842,N03,16,11.63,FEMININ,13.5,9.0,12.5,13.0,8.5,7.5,12.5,11.5,16.0
31020303,N03,15,13.19,FEMININ,16.5,12.5,13.5,15.0,14.5,5.5,13.0,12.5,14.5
33005965,N03,6,12.74,FEMININ,9.0,12.5,13.5,16.5,8.0,10.5,13.5,14.5,14.5
33046399,N05,34,10.24,MASCULIN,3.0,6.5,10.0,13.0,7.5,8.0,4.5,17.5,15.5
36023512,N03,23,15.05,FEMININ,13.0,11.5,13.5,16.0,16.0,9.5,19.0,13.5,16.5
34017107,N03,12,13.68,FEMININ,8.0,6.0,12.0,10.5,16.0,7.0,15.0,18.0,16.0
38046391,N03,29,10.63,FEMININ,10.0,8.5,15.0,10.5,10.5,11.0,7.5,10.0,15.5
32003885,N04,2,13.09,FEMININ,16.5,11.5,14.5,14.5,12.5,7.0,13.5,7.5,18.5
35009717,N03,5,18.15,MASCULIN,18.0,16.0,18.5,17.5,20.0,12.5,19.0,18.5,19.0
32030889,N03,9,11.14,FEMININ,12.0,10.0,11.5,16.5,13.5,7.0,7.0,8.5,16.5
34060328,N03,40,11.82,FEMININ,8.0,10.5,12.0,19.0,14.5,12.0,6.0,11.0,12.5
37066330,N03,31,14.68,FEMININ,19.0,18.0,14.5,13.0,13.5,14.5,15.0,13.0,15.0
33004036,N05,6,13.73,FEMININ,8.5,13.0,13.5,16.0,16.0,17.06,16.0,16.5,14.5
37043696,N03,31,13.74,FEMININ,16.0,16.5,12.0,13.5,16.0,5.0,12.0,14.0,15.5
34061011,N03,43,10.5,FEMININ,9.5,8.5,13.5,6.5,8.0,5.5,12.5,11.0,17.5
38045867,N03,22,9.5,FEMININ,6.0,6.5,9.5,12.0,13.0,8.0,9.5,8.5,8.0
33005562,N03,6,11.64,FEMININ,12.0,14.5,7.5,12.0,12.0,6.5,11.0,10.0,16.5
34043052,N04,25,11.19,FEMININ,12.5,9.5,12.0,16.0,9.0,7.0,13.5,2.5,13.5
36009027,N03,21,11.37,FEMININ,9.5,6.5,16.5,18.0,5.0,9.0,11.0,11.5,18.5
32002276,N03,2,9.68,FEMININ,9.0,11.0,6.5,14.0,7.0,10.5,8.5,8.0,16.0
39025571,N03,17,9.52,MASCULIN,6.0,6.5,10.5,13.0,10.0,12.0,10.5,6.5,9.5
32067263,N03,44,11.55,FEMININ,10.0,14.5,10.0,14.0,5.5,11.5,9.0,14.5,17.0
37068451,N04,48,13.45,FEMININ,12.5,16.5,15.0,14.0,13.5,13.0,12.0,10.0,15.0
39080035,N03,47,12.42,FEMININ,6.5,4.0,13.5,15.5,13.0,12.0,16.0,9.5,17.0
35037956,N03,7,10.98,FEMININ,9.5,7.0,15.0,15.5,7.5,12.5,8.5,10.0,18.5
31036598,N03,16,10.1,MASCULIN,10.5,8.0,11.0,8.5,9.5,7.0,8.5,12.5,10.5
32078552,N03,44,14.55,FEMININ,14.0,12.5,13.5,15.0,14.5,12.5,16.5,14.5,15.0
38069154,N03,38,13.77,FEMININ,12.0,13.0,12.0,14.0,13.5,12.0,13.5,14.0,17.5
31011555,N05,15,9.86,MASCULIN,5.5,17.5,17.0,19.0,9.5,20.0,15.0,9.0,9.5
33047644,N03,34,15.63,MASCULIN,15.5,13.5,18.0,16.0,14.5,14.0,15.5,15.5,18.0
37012800,N03,13,14.75,FEMININ,15.0,12.5,18.0,17.0,19.0,2.5,16.0,11.0,17.5
36002796,N05,21,12.27,FEMININ,7.0,11.0,14.0,11.0,12.5,7.5,15.0,11.0,16.0
35064557,N03,19,14.72,FEMININ,10.5,14.5,14.0,13.0,16.5,7.5,15.0,16.5,17.0
37057661,N03,31,9.73,MASCULIN,9.5,13.0,10.0,8.5,9.0,4.5,11.0,6.0,18.5
35001674,N03,5,11.57,FEMININ,12.0,6.5,12.5,14.0,13.5,11.0,8.0,9.5,18.5
34003027,N03,4,9.36,FEMININ,5.0,2.5,8.5,7.0,15.0,3.0,10.0,10.0,8.5
35039806,N03,7,9.99,FEMININ,8.0,6.5,12.0,12.0,8.5,5.0,8.5,12.0,12.0
31054012,N03,16,11.59,FEMININ,3.5,7.5,12.5,12.0,11.5,11.5,13.0,11.5,16.0
37033632,N03,27,12.8,FEMININ,12.5,10.0,15.5,13.5,11.5,14.0,11.0,12.5,17.0
33002258,N03,6,11.69,FEMININ,10.0,11.0,11.5,9.0,11.5,9.5,14.0,9.5,15.0
37037154,N03,27,14.26,FEMININ,11.5,11.5,9.5,13.5,16.0,8.0,19.0,12.5,18.5
32028782,N03,9,10.62,FEMININ,4.0,2.5,11.0,15.5,13.0,6.5,10.0,9.5,17.0
36019984,N03,23,15.06,FEMININ,14.0,14.0,15.5,12.5,19.0,8.0,12.0,16.5,19.0
32038421,N03,9,15.68,FEMININ,13.0,16.0,15.5,14.5,19.5,15.5,17.5,11.0,18.5
35074313,N03,28,14.82,MASCULIN,14.0,6.5,16.0,10.0,15.5,11.0,19.5,15.5,18.0
38020427,N03,14,14.78,FEMININ,12.0,13.5,12.0,14.5,15.0,14.0,17.5,13.5,17.0
31050263,N03,16,10.42,FEMININ,12.0,15.5,6.0,11.0,5.5,6.5,16.0,9.0,10.0
37042986,N05,31,14.12,MASCULIN,11.5,10.0,7.5,7.0,18.0,7.0,16.0,16.5,18.0
39071317,N03,39,9.53,FEMININ,3.5,4.5,11.5,13.5,13.5,6.5,7.0,8.0,12.5
35059826,N03,19,13.45,MASCULIN,11.0,13.0,13.0,16.5,12.0,9.0,17.0,10.5,18.0
33041501,N03,34,9.83,FEMININ,2.5,6.0,13.0,10.0,9.0,3.5,11.5,10.5,18.0
33047185,N04,34,12.21,MASCULIN,10.0,9.0,6.0,11.0,14.0,7.0,14.0,10.0,17.5
37017625,N03,13,17.2,FEMININ,16.5,13.0,15.0,19.0,19.5,9.5,17.5,18.0,19.0
34002667,N03,4,10.11,FEMININ,8.0,9.5,11.0,17.0,5.5,9.0,8.0,10.5,14.0
31053069,N03,16,15.23,FEMININ,17.5,17.5,18.5,13.5,17.0,14.5,15.5,10.0,19.5
31028896,N03,35,11.63,FEMININ,5.0,4.5,12.0,12.0,11.0,12.5,15.0,11.0,15.5
37062675,N05,46,13.36,FEMININ,5.5,6.0,10.5,14.0,16.5,6.0,12.0,18.5,13.5
37051497,N03,31,15.77,FEMININ,12.5,11.0,16.5,12.5,16.0,10.0,18.5,18.0,18.0
37016392,N03,13,9.93,MASCULIN,7.5,8.5,14.5,10.0,10.5,7.5,8.0,9.5,12.5
37045269,N03,31,11.58,FEMININ,12.5,9.5,8.5,14.5,13.0,5.5,10.0,10.0,18.5
39044601,N05,17,10.21,MASCULIN,2.5,1.5,13.0,7.0,11.0,7.5,9.0,14.0,15.0
33030159,N05,18,9.21,FEMININ,8.0,13.0,7.0,13.0,2.0,4.0,3.0,18.0,13.0
38043206,N03,29,11.42,FEMININ,4.5,4.5,12.5,13.0,11.5,11.5,11.0,13.0,14.0
35026006,N03,5,10.57,MASCULIN,16.5,13.5,6.5,8.5,12.0,2.0,10.5,13.5,1.5
39093449,N03,47,9.7,FEMININ,10.5,7.5,12.0,15.5,10.5,9.0,6.5,6.0,13.5
32023082,N03,9,11.4,MASCULIN,16.0,10.0,9.5,14.0,13.5,5.0,13.0,6.0,16.5
32021858,N05,9,9.99,FEMININ,4.0,3.5,12.5,12.5,11.5,2.0,7.5,13.0,13.0
33030695,N03,18,10.35,FEMININ,7.5,5.5,13.5,12.5,13.0,9.5,6.5,10.5,11.0
36006393,N03,21,9.36,FEMININ,7.5,5.0,13.0,9.5,4.0,10.5,11.0,10.0,13.5
34031951,N03,25,10.7,FEMININ,9.0,10.5,12.5,11.5,10.5,10.5,7.5,10.5,15.0
32068388,N05,44,13.92,MASCULIN,7.5,7.0,12.5,8.5,18.5,6.0,14.5,17.0,16.5
35008457,N03,5,9.87,MASCULIN,11.5,12.0,12.0,14.0,9.0,8.0,5.0,8.0,14.5
39002590,N04,3,13.66,FEMININ,12.0,11.5,14.5,14.5,12.5,9.5,16.0,12.0,15.5
32045948,N03,26,13.72,FEMININ,11.0,12.0,10.5,9.5,17.0,10.0,17.5,11.5,18.0
38027764,N03,20,15.55,FEMININ,12.5,13.5,13.5,18.5,18.5,10.0,17.5,12.5,18.5
39058950,N03,30,12.03,MASCULIN,5.5,8.0,16.0,14.0,15.5,9.5,13.5,8.0,14.5
31011543,N05,15,15.56,MASCULIN,10.5,11.0,15.5,13.0,15.5,11.0,15.0,20.0,17.0
31085406,N03,16,13.17,FEMININ,18.0,15.5,10.5,15.5,11.5,11.5,13.0,10.0,18.5
31024116,N03,15,15.24,FEMININ,17.0,15.5,17.5,15.0,16.0,9.0,18.0,14.0,12.5
37011751,N04,13,12.43,MASCULIN,9.5,12.5,7.5,10.5,13.0,6.5,14.5,14.0,15.5
31027311,N03,33,11.21,MASCULIN,12.5,9.0,14.5,16.0,8.5,6.5,10.0,10.0,16.0
37036975,N03,27,11.88,FEMININ,7.0,7.5,14.5,17.0,8.5,7.5,11.5,12.5,19.0
35009782,N03,5,9.55,FEMININ,10.0,7.5,9.5,9.5,13.0,6.5,5.5,9.5,11.5
31046286,N03,16,10.37,MASCULIN,1.0,7.0,11.0,7.5,15.5,2.5,12.0,10.5,14.0
31014238,N03,15,14.25,FEMININ,16.0,14.0,10.0,17.0,13.0,13.0,14.0,12.5,17.5
37068238,N03,48,9.3,MASCULIN,4.5,5.0,8.5,7.5,7.0,4.5,14.5,11.5,8.0
34055825,N03,40,10.97,FEMININ,13.0,15.0,7.0,14.0,12.0,7.0,11.0,8.5,8.5
37073583,N03,48,13.44,FEMININ,8.0,7.5,15.5,16.0,16.5,12.0,11.5,13.5,16.0
35038068,N05,7,13.4,FEMININ,5.5,5.0,13.5,12.5,16.5,4.0,11.0,19.0,16.0
39043678,N03,17,13.86,MASCULIN,9.0,12.0,16.5,14.0,17.5,7.5,16.5,11.5,15.5
31010189,N04,15,10.72,MASCULIN,12.0,12.5,13.0,9.5,8.0,5.0,14.0,8.0,10.5
32062473,N05,44,9.91,MASCULIN,5.5,9.0,6.0,8.5,8.0,3.0,8.5,16.5,12.0
34020798,N05,12,14.98,FEMININ,12.5,10.5,12.5,12.5,18.5,5.0,17.0,16.0,16.5
35035900,N03,7,11.1,MASCULIN,8.0,10.5,14.5,13.0,11.0,2.5,15.0,7.5,15.0
38048656,N05,29,11.44,MASCULIN,7.5,4.0,7.5,12.5,7.5,5.0,12.0,18.0,15.0
35048627,N05,19,15.71,FEMININ,7.5,11.0,11.5,9.0,17.5,13.0,17.5,19.5,20.0
39084252,N03,47,11.13,FEMININ,14.0,12.5,15.0,15.5,8.0,2.0,9.5,9.5,19.0
36020673,N05,23,9.94,FEMININ,6.0,9.5,8.5,13.5,10.0,2.5,2.5,16.5,12.0
31048381,N03,16,11.19,FEMININ,7.5,9.5,15.0,13.5,12.0,8.5,9.0,10.5,17.5
32024979,N04,9,11.66,FEMININ,7.5,5.0,13.0,11.0,12.0,6.0,15.0,7.5,18.5
32056635,N03,42,12.15,MASCULIN,10.0,10.5,15.0,15.0,9.5,7.0,13.0,12.0,15.5
36020130,N03,23,10.28,FEMININ,8.0,6.0,7.5,9.0,7.5,2.5,12.0,14.0,16.0
32069477,N03,44,11.32,MASCULIN,9.0,8.5,8.5,7.0,14.0,4.0,13.0,13.5,13.0
38048426,N05,29,13.34,MASCULIN,7.5,7.5,13.5,15.5,11.5,12.5,14.0,14.5,19.0
35064406,N03,19,13.15,FEMININ,12.0,13.5,13.5,13.5,15.5,1.5,16.0,12.0,12.0
38048614,N03,29,9.85,MASCULIN,5.0,3.5,14.0,11.0,7.5,6.5,11.0,10.5,15.0
36049509,N03,41,10.84,FEMININ,6.5,8.0,15.5,12.0,12.5,10.5,6.5,10.5,15.5
33038152,N03,18,14.43,MASCULIN,19.5,14.5,15.5,17.0,15.0,13.5,14.0,9.5,17.5
38030955,N03,22,12.66,MASCULIN,16.0,12.5,10.0,11.0,15.0,8.0,11.0,15.0,10.5
34035258,N03,25,9.73,MASCULIN,8.0,8.0,9.0,4.5,11.0,2.5,13.0,12.5,5.0
38069988,N03,38,11.82,MASCULIN,9.0,10.0,10.0,18.5,10.5,12.0,9.5,11.0,16.5
35066893,N03,19,11.32,MASCULIN,9.0,7.5,13.0,14.0,12.0,11.5,8.0,11.5,13.5
38001732,N03,8,10.8,FEMININ,7.0,6.5,15.5,14.0,11.5,8.0,8.5,9.0,17.5
35007856,N04,5,10.65,MASCULIN,14.5,10.0,16.0,13.5,9.0,5.0,10.0,2.0,15.5
35017794,N03,5,16.3,FEMININ,19.5,15.0,18.0,18.5,14.0,7.5,17.0,17.0,19.0
37067089,N03,31,12.86,FEMININ,13.5,13.5,13.0,14.5,12.0,6.5,14.5,11.5,17.5
32040175,N03,26,9.19,FEMININ,10.0,8.5,13.0,9.0,6.0,5.5,10.0,8.5,13.0
36021575,N03,23,15.13,FEMININ,15.0,10.0,17.5,17.5,12.0,12.5,16.5,15.5,18.5
37044590,N03,31,14.47,FEMININ,19.0,16.0,17.0,10.0,12.5,12.5,13.5,15.5,16.5
31025368,N05,35,12.56,FEMININ,8.0,14.5,13.5,13.0,10.0,5.0,8.5,19.5,14.5
39003462,N03,3,14.53,MASCULIN,16.5,14.5,15.5,12.5,17.5,6.5,18.5,9.5,18.0
35077647,N04,19,11.76,MASCULIN,17.0,14.0,10.0,14.5,12.0,5.5,11.0,9.5,9.0
38004452,N03,8,12.9,MASCULIN,9.5,11.5,15.0,14.0,11.0,16.0,12.0,12.0,17.0
38000787,N03,8,12.18,FEMININ,11.0,11.0,9.0,14.5,8.0,10.0,16.0,13.0,11.5
34008839,N03,4,10.77,FEMININ,11.0,8.0,9.5,10.5,10.5,12.0,8.0,11.5,15.0
32035309,N05,26,17.05,FEMININ,11.5,14.5,12.5,14.5,19.0,15.0,18.0,19.0,20.0
37059086,N05,31,13.83,MASCULIN,10.5,11.0,13.5,10.5,15.5,4.5,13.0,18.5,13.5
37066683,N03,46,12.77,FEMININ,9.0,11.5,17.0,15.5,10.0,7.0,13.5,12.5,18.5
35062393,N03,19,14.47,MASCULIN,15.5,13.0,7.0,16.5,17.5,8.0,16.5,12.0,18.5
34063439,N03,43,12.09,MASCULIN,6.0,6.0,12.5,12.5,17.0,2.0,11.0,13.5,16.5
34012773,N03,4,17.13,FEMININ,17.5,15.5,16.5,13.5,19.0,15.0,18.5,16.5,19.0
38003851,N03,8,10.6,MASCULIN,5.5,8.5,12.5,7.5,10.0,6.5,15.0,10.5,11.0
36047591,N05,41,9.42,FEMININ,7.0,9.5,8.0,13.5,8.0,3.5,3.5,14.5,14.0
35087143,N03,28,10.85,FEMININ,7.5,8.0,12.0,15.0,12.5,11.5,8.5,7.0,18.0
38046998,N03,29,12.84,FEMININ,12.0,4.5,12.0,13.5,14.0,9.5,14.0,13.0,17.0
39027705,N03,17,11.14,FEMININ,3.5,4.0,11.0,13.5,13.5,5.0,16.0,9.0,14.0
31067492,N03,16,13.62,FEMININ,16.5,14.5,18.0,16.5,11.5,14.5,10.0,12.5,18.0
35047756,N03,19,14.17,MASCULIN,6.5,8.0,13.5,13.5,18.0,7.5,17.5,14.0,17.0
33021952,N03,10,11.88,MASCULIN,6.5,11.0,11.5,11.0,12.0,6.5,14.5,12.0,14.5
37054895,N03,31,14.48,FEMININ,17.0,13.5,15.0,15.5,15.0,11.0,14.5,12.5,17.5
36037916,N03,24,16.63,FEMININ,14.5,11.5,17.0,12.5,20.0,11.5,19.0,18.0,15.5
31027858,N03,33,15.45,MASCULIN,14.0,8.0,17.0,16.0,16.0,15.0,16.5,15.0,17.5
38039719,N05,22,14.32,FEMININ,7.5,11.0,16.5,11.5,11.5,10.0,15.0,19.0,18.5
31006790,N03,15,9.86,FEMININ,15.0,15.5,12.5,6.0,8.5,3.0,6.5,8.5,14.5
34056158,N03,40,10.58,FEMININ,5.5,6.0,11.5,13.5,12.0,10.5,6.0,12.5,12.5
35078876,N03,28,10.88,FEMININ,6.5,8.0,15.0,16.0,7.0,8.5,10.0,10.0,20.0
39045934,N03,17,10.79,MASCULIN,5.0,6.5,9.0,14.0,16.0,9.5,10.0,11.5,6.0
39045732,N03,30,9.46,FEMININ,6.5,3.0,11.5,9.5,5.0,10.5,10.0,11.5,15.5
35061678,N04,19,12.07,MASCULIN,9.5,13.5,7.0,11.5,14.5,5.5,14.0,12.0,8.5
37072716,N03,48,11.11,MASCULIN,6.0,9.0,17.0,12.5,3.5,14.5,8.5,15.0,18.0
35057929,N03,19,12.45,FEMININ,11.0,9.0,14.5,15.0,14.0,4.5,13.0,10.0,18.5
34038735,N03,25,11.43,MASCULIN,15.0,11.5,6.5,13.5,12.5,6.0,13.0,9.5,10.5
35032762,N03,7,9.47,FEMININ,7.0,3.5,14.0,11.0,5.5,6.0,10.5,9.5,18.0
39091867,N03,47,10.1,MASCULIN,5.5,8.0,11.0,13.5,9.5,13.0,10.5,7.0,13.5
38028993,N03,20,10.73,MASCULIN,8.5,12.0,9.5,13.0,11.5,7.5,10.5,8.5,14.0
34071515,N03,43,10.68,FEMININ,7.5,4.5,10.5,13.5,11.0,5.5,13.0,10.0,16.0
33023667,N03,10,16.71,FEMININ,11.0,12.0,15.0,17.0,18.0,16.0,19.5,16.5,18.5
39000627,N03,3,16.02,FEMININ,11.5,8.0,16.0,11.5,18.5,16.0,17.5,17.5,19.5
34069888,N03,43,13.47,FEMININ,8.5,6.0,14.5,14.0,16.0,11.5,16.5,11.0,17.5
35002437,N03,5,9.18,FEMININ,4.5,8.0,10.0,9.5,6.5,6.0,9.0,10.5,15.0
35055300,N03,19,12.79,FEMININ,12.0,8.5,17.5,14.5,9.5,13.5,12.5,12.0,18.5
33051839,N03,34,11.2,FEMININ,10.0,12.5,11.5,11.5,11.5,4.0,12.5,10.0,13.5
31092673,N03,16,16.28,FEMININ,15.5,16.5,13.0,11.5,20.0,14.0,15.5,17.0,20.0
39015883,N03,3,11.2,MASCULIN,14.0,10.5,13.0,13.0,13.0,9.5,11.0,7.0,11.5
31078119,N03,16,14.4,FEMININ,16.5,14.5,12.0,15.5,17.5,5.5,16.5,11.0,17.5
34056680,N03,40,10.03,FEMININ,10.0,8.0,8.5,10.5,9.5,6.0,8.0,11.5,14.0
35067034,N05,19,17.22,FEMININ,20.0,14.5,17.0,16.5,17.0,10.5,17.0,19.5,18.5
31059187,N03,16,10.07,FEMININ,11.5,8.0,14.0,13.0,5.5,8.0,6.5,11.0,17.5
36040752,N05,36,15.74,FEMININ,12.0,7.5,13.5,18.5,17.0,12.0,13.5,19.0,19.5
33035623,N03,18,15.9,FEMININ,12.0,11.0,13.0,17.0,19.5,8.0,18.5,15.0,19.0
36002865,N05,21,10.42,FEMININ,9.0,16.5,9.0,10.5,6.0,6.5,8.0,15.0,12.0
37004821,N03,1,10.03,FEMININ,6.0,7.0,8.5,11.5,8.5,3.0,11.0,12.5,15.0
36002608,N05,21,12.02,FEMININ,4.0,7.5,14.5,9.0,12.0,7.5,11.5,15.5,17.5
39058830,N05,30,9.05,MASCULIN,3.0,4.5,12.5,10.0,5.5,11.0,10.5,9.5,12.5
34019782,N03,12,14.24,FEMININ,8.5,9.5,12.5,16.0,16.5,9.5,15.0,14.5,18.0
36009573,N03,21,9.17,FEMININ,6.5,5.0,14.0,6.0,10.5,13.5,4.5,9.0,16.0
37058090,N03,31,17.07,FEMININ,14.5,16.5,17.0,12.0,18.5,14.5,18.5,18.0,19.0
31008446,N03,15,11.87,FEMININ,14.0,12.0,9.0,16.5,11.0,10.0,8.5,9.0,17.0
34075101,N03,43,9.82,FEMININ,8.0,4.0,10.5,7.5,13.0,6.5,7.5,9.5,17.5
38071368,N03,38,9.8,MASCULIN,11.0,11.5,10.0,15.0,10.0,6.0,3.0,9.0,17.5
38065128,N05,45,9.75,MASCULIN,12.5,7.5,11.5,12.0,7.0,9.0,6.0,10.5,17.0
